hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0006758,Malignant genitourinary tract tumor,189,Cancer of urinary organs (incl. kidney and bladder)
HP:0006765,Chondrosarcoma,170.1,Bone cancer
HP:0006766,Papillary renal cell carcinoma,189.11,"Malignant neoplasm of kidney, except pelvis"
HP:0006767,Pituitary prolactin cell adenoma,227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
HP:0006768,Localized neuroblastoma,194,Cancer of other endocrine glands
HP:0006769,Myxoid subcutaneous tumors,216,Benign neoplasm of skin
HP:0006771,Duodenal adenocarcinoma,159.2,"Malignant neoplasm of small intestine, including duodenum"
HP:0006772,Renal angiomyolipoma,223,Benign neoplasm of kidney and other urinary organs
HP:0006775,Multiple myeloma,204.4,Multiple myeloma
HP:0006778,Benign genitourinary tract neoplasm,223,Benign neoplasm of kidney and other urinary organs
HP:0006780,Parathyroid carcinoma,194,Cancer of other endocrine glands
HP:0006781,Hurthle cell thyroid adenoma,226,Benign neoplasm of thyroid glands
HP:0006782,Malignant eosinophil proliferation,289,Other diseases of blood and blood-forming organs
HP:0006785,Limb-girdle muscular dystrophy,359.1,Muscular dystrophies
HP:0006789,Mitochondrial encephalopathy,323,Encephalitis
HP:0006794,Loss of ability to walk in first decade,741.3,Difficulty in walking
HP:0006799,Basal ganglia cysts,348.4,Cerebral cysts
HP:0006801,Hyperactive deep tendon reflexes,350.5,Abnormal reflex
HP:0006802,Abnormal anterior horn cell morphology,334.2,Anterior horn cell disease
HP:0006813,Hemiclonic seizures,345.1,Epilepsy
HP:0006817,Aplasia/Hypoplasia of the cerebellar vermis,752.2,Other specified congenital anomalies of nervous system
HP:0006818,Type I lissencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0006821,"Polymicrogyria, anterior to posterior gradient",752.2,Other specified congenital anomalies of nervous system
HP:0006824,Cranial nerve paralysis,352,Disorders of other cranial nerves
HP:0006827,Atrophy of the spinal cord,334.2,Anterior horn cell disease
HP:0006829,Severe muscular hypotonia,772.3,Muscle weakness
HP:0006844,Absent patellar reflexes,350.5,Abnormal reflex
HP:0006846,Acute encephalopathy,323,Encephalitis
HP:0006849,Hypodysplasia of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0006852,Episodic generalized hypotonia,350.3,Lack of coordination
HP:0006855,Cerebellar vermis atrophy,334.1,Spinocerebellar disease
HP:0006863,Severe expressive language delay,315.2,Speech and language disorder
HP:0006870,Lobar holoprosencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0006872,Cerebral hypoplasia,752.2,Other specified congenital anomalies of nervous system
HP:0006873,Symmetrical progressive peripheral demyelination,357,Inflammatory and toxic neuropathy
HP:0006879,Pontocerebellar atrophy,334.1,Spinocerebellar disease
HP:0006882,Severe hydrocephalus,331.1,Hydrocephalus
HP:0006886,Impaired distal vibration sensation,687.4,Disturbance of skin sensation
HP:0006887,"Intellectual disability, progressive",315.3,Mental retardation
HP:0006888,Meningoencephalocele,752.1,Neural tube defects
HP:0006892,Frontotemporal cerebral atrophy,290.12,Dementia with cerebral degenerations
HP:0006895,Lower limb hypertonia,772.2,Spasm of muscle
HP:0006897,Cranial nerve VI palsy,378.5,Paralytic strabismus
HP:0006904,Late-onset spinocerebellar degeneration,334.1,Spinocerebellar disease
HP:0006913,Frontal cortical atrophy,331,Other cerebral degenerations
HP:0006915,Inability to walk by childhood/adolescence,741.3,Difficulty in walking
HP:0006918,Diffuse cerebral sclerosis,341,Other demyelinating diseases of central nervous system
HP:0006927,Unilateral polymicrogyria,752.2,Other specified congenital anomalies of nervous system
HP:0006929,Hypoglycemic encephalopathy,323,Encephalitis
HP:0006930,Frontoparietal cortical dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0006931,Lipoma of corpus callosum,214,Lipoma
HP:0006934,Congenital nystagmus,378.2,Nystagmus and other irregular eye movements
HP:0006937,Impaired distal tactile sensation,351,Other peripheral nerve disorders
HP:0006938,Impaired vibration sensation at ankles,687.4,Disturbance of skin sensation
HP:0006943,Diffuse spongiform leukoencephalopathy,323.8,"Encephalitis, non-infectious"
HP:0006946,Recurrent meningitis,320,Meningitis
HP:0006949,Episodic peripheral neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0006951,Retrocerebellar cyst,348.4,Cerebral cysts
HP:0006955,Olivopontocerebellar hypoplasia,752.2,Other specified congenital anomalies of nervous system
HP:0006956,Dilation of lateral ventricles,348.9,"Other conditions of brain, NOS"
HP:0006957,Loss of ability to walk,741.3,Difficulty in walking
HP:0006960,Choroid plexus calcification,348.9,"Other conditions of brain, NOS"
HP:0006961,Jerky head movements,350.1,Abnormal involuntary movements
HP:0006962,"Gait instability, worse in the dark",350.2,Abnormality of gait
HP:0006964,Cerebral cortical neurodegeneration,290.12,Dementia with cerebral degenerations
HP:0006965,Acute necrotizing encephalopathy,323,Encephalitis
HP:0006970,Periventricular leukomalacia,656,Other perinatal conditions of fetus or newborn
HP:0006978,Dysmyelinating leukodystrophy,331,Other cerebral degenerations
HP:0006979,Sleep-wake cycle disturbance,327.6,Circadian rhythm sleep disorder
HP:0006980,Progressive leukoencephalopathy,324,Other CNS infection and poliomyelitis
HP:0006986,Upper limb spasticity,350.1,Abnormal involuntary movements
HP:0006988,Alobar holoprosencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0006989,Dysplastic corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0006992,Anterior basal encephalocele,752.1,Neural tube defects
HP:0006994,Diffuse leukoencephalopathy,323.8,"Encephalitis, non-infectious"
HP:0007000,Morning myoclonic jerks,345,"Epilepsy, recurrent seizures, convulsions"
HP:0007002,Motor axonal neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007006,Dorsal column degeneration,334,Degenerative disease of the spinal cord
HP:0007007,Cavitation of the basal ganglia,348.9,"Other conditions of brain, NOS"
HP:0007009,Central nervous system degeneration,331,Other cerebral degenerations
HP:0007010,Poor fine motor coordination,350.3,Lack of coordination
HP:0007015,Poor gross motor coordination,350.3,Lack of coordination
HP:0007017,Progressive forgetfulness,292.3,Memory loss
HP:0007018,Attention deficit hyperactivity disorder,313.1,Attention deficit hyperactivity disorder
HP:0007020,Progressive spastic paraplegia,334.1,Spinocerebellar disease
HP:0007023,Antenatal intracerebral hemorrhage,430.2,Intracerebral hemorrhage
HP:0007024,Pseudobulbar paralysis,334.2,Anterior horn cell disease
HP:0007029,Cerebral berry aneurysm,433.5,Cerebral aneurysm
HP:0007033,Cerebellar dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0007039,Symmetric lesions of the basal ganglia,333.8,Other degenerative diseases of the basal ganglia
HP:0007041,Chronic lymphocytic meningitis,320,Meningitis
HP:0007042,Focal white matter lesions,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0007054,Hyperreflexia proximally,350.5,Abnormal reflex
HP:0007057,Poor hand-eye coordination,350.3,Lack of coordination
HP:0007063,Aplasia of the inferior half of the cerebellar vermis,752.2,Other specified congenital anomalies of nervous system
HP:0007064,Progressive language deterioration,292.1,Aphasia/speech disturbance
HP:0007067,Distal peripheral sensory neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007069,Profound static encephalopathy,323,Encephalitis
HP:0007076,Extrapyramidal muscular rigidity,333,Extrapyramidal disease and abnormal movement disorders
HP:0007083,Hyperactive patellar reflex,350.5,Abnormal reflex
HP:0007086,Social and occupational deterioration,292.4,Altered mental status
HP:0007089,Facial-lingual fasciculations,350.1,Abnormal involuntary movements
HP:0007097,Cranial nerve motor loss,352,Disorders of other cranial nerves
HP:0007098,Paroxysmal choreoathetosis,333.3,Tics and choreas
HP:0007103,Hypointensity of cerebral white matter on MRI,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0007105,Infantile encephalopathy,661,Fetal distress and abnormal forces of labor
HP:0007107,Segmental peripheral demyelination,357,Inflammatory and toxic neuropathy
HP:0007108,Demyelinating peripheral neuropathy,357,Inflammatory and toxic neuropathy
HP:0007109,Periventricular cysts,348.4,Cerebral cysts
HP:0007110,Central hypoventilation,327.31,Central/nonobstroctive sleep apnea
HP:0007112,Temporal cortical atrophy,331,Other cerebral degenerations
HP:0007123,Subcortical dementia,290.1,Dementias
HP:0007126,Proximal amyotrophy,772.1,Muscular wasting and disuse atrophy
HP:0007132,Pallidal degeneration,333.8,Other degenerative diseases of the basal ganglia
HP:0007133,Progressive peripheral neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007141,Sensorimotor neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007149,Distal upper limb amyotrophy,772.1,Muscular wasting and disuse atrophy
HP:0007153,Progressive extrapyramidal movement disorder,333,Extrapyramidal disease and abnormal movement disorders
HP:0007159,Fluctuations in consciousness,291.8,Alteration of consciousness
HP:0007162,Diffuse demyelination of the cerebral white matter,341,Other demyelinating diseases of central nervous system
HP:0007165,Periventricular gray matter heterotopia,752.2,Other specified congenital anomalies of nervous system
HP:0007166,Paroxysmal dyskinesia,333,Extrapyramidal disease and abnormal movement disorders
HP:0007178,Motor polyneuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007182,Peripheral hypomyelination,356,Hereditary and idiopathic peripheral neuropathy
HP:0007183,Focal T2 hyperintense basal ganglia lesion,333.8,Other degenerative diseases of the basal ganglia
HP:0007185,Loss of consciousness,291.8,Alteration of consciousness
HP:0007187,Focal lissencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0007193,Generalized tonic-clonic seizures on awakening,345.3,Convulsions
HP:0007204,Diffuse white matter abnormalities,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0007206,Hemimegalencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0007207,Photosensitive tonic-clonic seizures,345.11,Generalized convulsive epilepsy
HP:0007209,Facial paralysis,352.2,Facial nerve disorders [CN7]
HP:0007210,Lower limb amyotrophy,772.1,Muscular wasting and disuse atrophy
HP:0007215,Periodic hyperkalemic paralysis,359.1,Muscular dystrophies
HP:0007220,Demyelinating motor neuropathy,357,Inflammatory and toxic neuropathy
HP:0007221,Progressive truncal ataxia,334.1,Spinocerebellar disease
HP:0007227,Macrogyria,752.2,Other specified congenital anomalies of nervous system
HP:0007229,Intracerebral periventricular calcifications,348.9,"Other conditions of brain, NOS"
HP:0007232,Spinocerebellar tract disease in lower limbs,334.1,Spinocerebellar disease
HP:0007236,Recurrent subcortical infarcts,433.21,"Cerebral artery occlusion, with cerebral infarction"
HP:0007240,Progressive gait ataxia,334.1,Spinocerebellar disease
HP:0007256,Abnormal pyramidal signs,333,Extrapyramidal disease and abnormal movement disorders
HP:0007258,Severe demyelination of the white matter,341,Other demyelinating diseases of central nervous system
HP:0007260,Type II lissencephaly,752.2,Other specified congenital anomalies of nervous system
HP:0007262,Symmetric peripheral demyelination,357,Inflammatory and toxic neuropathy
HP:0007263,Spinocerebellar atrophy,334.1,Spinocerebellar disease
HP:0007267,Chronic axonal neuropathy,356,Hereditary and idiopathic peripheral neuropathy
HP:0007269,Spinal muscular atrophy,334.2,Anterior horn cell disease
HP:0007270,Atypical absence seizures,345.3,Convulsions
HP:0007271,Occipital myelomeningocele,752.11,Spina bifida
HP:0007272,Progressive psychomotor deterioration,292,Neurological disorders
HP:0007274,Recurrent bacterial meningitis,320,Meningitis
HP:0007277,Paucity of anterior horn motor neurons,334.2,Anterior horn cell disease
HP:0007281,Developmental stagnation,315,Develomental delays and disorders
HP:0007285,Facial palsy secondary to cranial hyperostosis,749.2,Congenital anomalies of skull and face bones
HP:0007289,Limb fasciculations,350.1,Abnormal involuntary movements
HP:0007291,Posterior fossa cyst,348.4,Cerebral cysts
HP:0007293,Anterior sacral meningocele,752.11,Spina bifida
HP:0007301,Oromotor apraxia,292.12,Symbolic dysfunction
HP:0007302,Bipolar affective disorder,296.1,Bipolar
HP:0007305,CNS demyelination,341,Other demyelinating diseases of central nervous system
HP:0007307,Rapid neurologic deterioration,290.1,Dementias
HP:0007308,Extrapyramidal dyskinesia,333,Extrapyramidal disease and abnormal movement disorders
HP:0007311,Short stepped shuffling gait,350.2,Abnormality of gait
HP:0007313,Cerebral degeneration,290.12,Dementia with cerebral degenerations
HP:0007321,Deep white matter hypodensities,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
HP:0007325,Generalized dystonia,333,Extrapyramidal disease and abnormal movement disorders
HP:0007326,Progressive choreoathetosis,333.3,Tics and choreas
HP:0007327,Mixed demyelinating and axonal polyneuropathy,357,Inflammatory and toxic neuropathy
HP:0007330,Frontal encephalocele,752.1,Neural tube defects
HP:0007332,Hemifacial seizures,345.1,Epilepsy
HP:0007333,Hypoplasia of the frontal lobes,752.2,Other specified congenital anomalies of nervous system
HP:0007334,Generalized tonic-clonic seizures with focal onset,345.3,Convulsions
HP:0007335,Recurrent encephalopathy,323,Encephalitis
HP:0007338,Hypermetric saccades,378.2,Nystagmus and other irregular eye movements
HP:0007340,Lower limb muscle weakness,772.3,Muscle weakness
HP:0007341,Diffuse swelling of cerebral white matter,348.2,Cerebral edema and compression of brain
HP:0007344,Atrophy/Degeneration involving the spinal cord,334,Degenerative disease of the spinal cord
HP:0007346,Subcortical white matter calcifications,348.9,"Other conditions of brain, NOS"
HP:0007350,Hyperreflexia in upper limbs,350.5,Abnormal reflex
HP:0007351,Upper limb postural tremor,333.1,Essential tremor
HP:0007352,Cerebellar calcifications,348.9,"Other conditions of brain, NOS"
HP:0007354,Amyotrophic lateral sclerosis,334.21,Amyotrophic Lateral Sclerosis
HP:0007359,Focal seizures,345.12,Partial epilepsy
HP:0007366,Atrophy/Degeneration affecting the brainstem,334.1,Spinocerebellar disease
HP:0007370,Aplasia/Hypoplasia of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
HP:0007371,Corpus callosum atrophy,331,Other cerebral degenerations
HP:0007380,Facial telangiectasia,448,Disease of capillaries
HP:0007383,Congenital localized absence of skin,691,Congenital anomalies of skin
HP:0007385,Aplasia cutis congenita of scalp,757,Congenital anomalies of the integument
HP:0007387,Hypoplastic sweat glands,705,Disorders of sweat glands
HP:0007397,Axillary apocrine gland hypoplasia,705,Disorders of sweat glands
HP:0007401,Macular atrophy,362.2,Degeneration of macula and posterior pole of retina
HP:0007410,Palmoplantar hyperhidrosis,705.8,Hyperhidrosis
HP:0007413,Nevus flammeus of the forehead,217.1,"Nevus, non-neoplastic"
HP:0007417,Discoid lupus rash,695.4,Lupus (localized and systemic)
HP:0007418,Alopecia totalis,704.1,Alopecia
HP:0007420,Spontaneous hematomas,729,Other disorders of soft tissues
HP:0007421,Telangiectases of the cheeks,448,Disease of capillaries
HP:0007427,Reticulated skin pigmentation,694.2,Other dyschromia
HP:0007428,Telangiectasia of the oral mucosa,448,Disease of capillaries
HP:0007429,Few cafe-au-lait spots,694.2,Other dyschromia
HP:0007430,Generalized edema,782.3,Edema
HP:0007431,Congenital ichthyosiform erythroderma,691.1,Ichthyosis congenita
HP:0007432,Intermittent generalized erythematous papular rash,695,Erythematous conditions
HP:0007436,Hair-nail ectodermal dysplasia,691,Congenital anomalies of skin
HP:0007437,Multiple cutaneous leiomyomas,172,Skin cancer
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,694,Dyschromia and Vitiligo
HP:0007446,Palmoplantar blistering,695.2,Bullous dermatoses
HP:0007447,Diffuse palmoplantar hyperkeratosis,691,Congenital anomalies of skin
HP:0007448,Hyperkeratosis over edematous areas,701.1,"Keratoderma, acquired"
HP:0007449,Confetti-like hypopigmented macules,694,Dyschromia and Vitiligo
HP:0007452,Midface capillary hemangioma,228.1,Hemangioma of skin and subcutaneous tissue
HP:0007455,Adermatoglyphia,691,Congenital anomalies of skin
HP:0007465,Honeycomb palmoplantar keratoderma,691,Congenital anomalies of skin
HP:0007466,Midfrontal capillary hemangioma,228.1,Hemangioma of skin and subcutaneous tissue
HP:0007468,Perifollicular hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0007469,Palmoplantar cutis gyrata,691,Congenital anomalies of skin
HP:0007470,Periarticular subcutaneous nodules,687.2,"Localized superficial swelling, mass, or lump"
HP:0007473,Crusting erythematous dermatitis,695,Erythematous conditions
HP:0007475,Congenital bullous ichthyosiform erythroderma,691.1,Ichthyosis congenita
HP:0007476,Anhidrotic ectodermal dysplasia,691,Congenital anomalies of skin
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,691.1,Ichthyosis congenita
HP:0007480,Decreased sweating due to autonomic dysfunction,343,Infantile cerebral palsy
HP:0007489,Diffuse telangiectasia,448,Disease of capillaries
HP:0007494,Discrete 2 to 5-mm hyper- and hypopigmented macules,694,Dyschromia and Vitiligo
HP:0007499,Recurrent staphylococcal infections,041.1,Staphylococcus infections
HP:0007500,Decreased number of sweat glands,705,Disorders of sweat glands
HP:0007501,Streaks of hyperkeratosis along each finger onto the palm,701.1,"Keratoderma, acquired"
HP:0007502,Follicular hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0007505,Progressive hyperpigmentation,694.2,Other dyschromia
HP:0007513,Generalized hypopigmentation,694,Dyschromia and Vitiligo
HP:0007514,Edema of the dorsum of hands,782.3,Edema
HP:0007516,Redundant skin on fingers,755.3,Congenital anomaly of fingers/toes
HP:0007526,Hypopigmented skin patches on arms,694,Dyschromia and Vitiligo
HP:0007529,Hidrotic ectodermal dysplasia,691,Congenital anomalies of skin
HP:0007530,Punctate palmoplantar hyperkeratosis,691,Congenital anomalies of skin
HP:0007537,Severe photosensitivity,938,Dermatitis due to solar radiation
HP:0007541,Frontal cutaneous lipoma,214.1,Lipoma of skin and subcutaneous tissue
HP:0007543,Epidermal hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0007544,Piebaldism,694.2,Other dyschromia
HP:0007545,Congenital palmoplantar keratosis,691,Congenital anomalies of skin
HP:0007546,Linear hyperpigmentation,694.2,Other dyschromia
HP:0007548,Palmoplantar keratosis with erythema and scale,691,Congenital anomalies of skin
HP:0007549,Desquamation of skin soon after birth,691,Congenital anomalies of skin
HP:0007550,Hypohidrosis or hyperhidrosis,705,Disorders of sweat glands
HP:0007553,Congenital symmetrical palmoplantar keratosis,691,Congenital anomalies of skin
HP:0007556,Plantar hyperkeratosis,691,Congenital anomalies of skin
HP:0007559,Localized epidermolytic hyperkeratosis,701.1,"Keratoderma, acquired"
HP:0007561,Telangiectases in sun-exposed and nonexposed skin,448,Disease of capillaries
HP:0007565,Multiple cafe-au-lait spots,694.2,Other dyschromia
HP:0007569,Generalized seborrheic dermatitis,690.1,Seborrheic dermatitis
HP:0007572,Hyperpigmented streaks,694.2,Other dyschromia
HP:0007583,Telangiectasia macularis eruptiva perstans,362.4,Retinal vascular changes and abnomalities
HP:0007588,Reticular hyperpigmentation,694.2,Other dyschromia
HP:0007589,Aplasia cutis congenita on trunk or limbs,757,Congenital anomalies of the integument
HP:0007590,Aplasia cutis congenita over posterior parietal area,757,Congenital anomalies of the integument
HP:0007592,Aplasia/Hypoplastia of the eccrine sweat glands,705,Disorders of sweat glands
HP:0007601,Midline facial capillary hemangioma,228.1,Hemangioma of skin and subcutaneous tissue
HP:0007607,Hypohidrotic ectodermal dysplasia,691,Congenital anomalies of skin
HP:0007609,Hypoproteinemic edema,782.3,Edema
HP:0007610,Blotching pigmentation of the skin,694,Dyschromia and Vitiligo
HP:0007617,"Fine, reticulate skin pigmentation",694.2,Other dyschromia
HP:0007618,Subcutaneous calcification,702.4,Degenerative skin disorders
HP:0007620,Cutaneous leiomyoma,172,Skin cancer
HP:0007621,Telangiectasia of extensor surfaces,448,Disease of capillaries
HP:0007623,Pigmentation anomalies of sun-exposed skin,694.2,Other dyschromia
HP:0007626,Mandibular osteomyelitis,710.1,Osteomyelitis
HP:0007627,Mandibular condyle aplasia,526.3,Anomalies of jaw size/symmetry
HP:0007628,Mandibular condyle hypoplasia,526.3,Anomalies of jaw size/symmetry
HP:0007633,Bilateral microphthalmos,753,Congenital anomalies of the eye
HP:0007634,Nonarteritic anterior ischemic optic neuropathy,377.3,Optic neuritis/neuropathy
HP:0007641,Dyschromatopsia,368.5,Color vision deficiencies
HP:0007642,Congenital stationary night blindness,368,Visual disturbances
HP:0007643,Peripheral tractional retinal detachment,361,Retinal detachments and defects
HP:0007648,Punctate cataract,366,Cataract
HP:0007649,Congenital hypertrophy of retinal pigment epithelium,753.2,Congenital anomalies of posterior segment of eye
HP:0007650,Progressive ophthalmoplegia,378,Strabismus and other disorders of binocular eye movements
HP:0007651,Ectropion of lower eyelids,374.1,Ectropion or entropion
HP:0007655,Eversion of lateral third of lower eyelids,374.1,Ectropion or entropion
HP:0007656,Lacrimal gland aplasia,375,Disorders of lacrimal system
HP:0007657,Diffuse nuclear cataract,366.1,Nonsenile Cataract
HP:0007658,Large hyperpigmented retinal spots,362,Other retinal disorders
HP:0007661,Abnormality of chorioretinal pigmentation,362.7,Hereditary retinal dystrophies
HP:0007663,Reduced visual acuity,368,Visual disturbances
HP:0007667,Peripheral cystoid retinal degeneration,362.6,Peripheral retinal degenerations
HP:0007668,Impaired pursuit initiation and maintenance,378.2,Nystagmus and other irregular eye movements
HP:0007670,Abnormal vestibulo-ocular reflex,378.2,Nystagmus and other irregular eye movements
HP:0007675,Progressive night blindness,368,Visual disturbances
HP:0007677,Vitelliform-like macular lesions,362.7,Hereditary retinal dystrophies
HP:0007678,Lacrimal duct stenosis,375,Disorders of lacrimal system
HP:0007680,Depigmented fundus,362.7,Hereditary retinal dystrophies
HP:0007685,Peripheral retinal avascularization,362.4,Retinal vascular changes and abnomalities
HP:0007687,Unilateral ptosis,374.3,Ptosis of eyelid
HP:0007690,Map-dot-fingerprint corneal dystrophy,364.5,Corneal dystrophy
HP:0007695,Abnormal pupillary light reflex,379.4,Anomalies of pupillary function
HP:0007700,Ocular anterior segment dysgenesis,753,Congenital anomalies of the eye
HP:0007703,Abnormality of retinal pigmentation,362.7,Hereditary retinal dystrophies
HP:0007704,Paroxysmal involuntary eye movements,378,Strabismus and other disorders of binocular eye movements
HP:0007705,Corneal degeneration,364.4,Corneal degenerations
HP:0007707,Aphakia,379.3,Aphakia and other disorders of lens
HP:0007710,Peripheral vitreous opacities,379.2,Disorders of vitreous body
HP:0007715,Weak extraocular muscles,376,Disorders of the orbit
HP:0007716,Intraocular melanoma,190,Cancer of eye
HP:0007722,Retinal pigment epithelial atrophy,362.7,Hereditary retinal dystrophies
HP:0007727,Opacification of the corneal epithelium,364.1,Corneal opacity
HP:0007730,Iris hypopigmentation,379.51,Pigmentary iris degeneration
HP:0007732,Lacrimal gland hypoplasia,375,Disorders of lacrimal system
HP:0007734,Enlarged lacrimal glands,375,Disorders of lacrimal system
HP:0007737,Bone spicule pigmentation of the retina,362.7,Hereditary retinal dystrophies
HP:0007738,Uncontrolled eye movements,378,Strabismus and other disorders of binocular eye movements
HP:0007754,Macular dystrophy,362.2,Degeneration of macula and posterior pole of retina
HP:0007755,Juvenile epithelial corneal dystrophy,364.5,Corneal dystrophy
HP:0007759,Opacification of the corneal stroma,364.1,Corneal opacity
HP:0007763,Retinal telangiectasia,362.4,Retinal vascular changes and abnomalities
HP:0007766,Optic disc hypoplasia,377.3,Optic neuritis/neuropathy
HP:0007772,Impaired smooth pursuit,378.2,Nystagmus and other irregular eye movements
HP:0007773,Vitreoretinopathy,362.3,Other nondiabetic retinopathy
HP:0007778,Posterior retinal neovascularization,362.4,Retinal vascular changes and abnomalities
HP:0007779,Anterior segment of eye aplasia,753,Congenital anomalies of the eye
HP:0007780,Cortical pulverulent cataract,366,Cataract
HP:0007787,Posterior subcapsular cataract,366,Cataract
HP:0007792,Microsaccadic pursuit,378.2,Nystagmus and other irregular eye movements
HP:0007793,Granular macular appearance,362.7,Hereditary retinal dystrophies
HP:0007797,Retinal vascular malformation,362.4,Retinal vascular changes and abnomalities
HP:0007802,Granular corneal dystrophy,364.5,Corneal dystrophy
HP:0007803,Monochromacy,368.5,Color vision deficiencies
HP:0007807,Optic nerve compression,377.3,Optic neuritis/neuropathy
HP:0007809,Punctate corneal dystrophy,364.5,Corneal dystrophy
HP:0007811,Horizontal pendular nystagmus,378.2,Nystagmus and other irregular eye movements
HP:0007812,Herpetiform corneal ulceration,369.2,"Eye infection, viral"
HP:0007813,Nongranulomatous uveitis,371.1,"Uveitis, noninfectious or NOS"
HP:0007814,Retinal pigment epithelial mottling,362.3,Other nondiabetic retinopathy
HP:0007817,Horizontal supranuclear gaze palsy,378,Strabismus and other disorders of binocular eye movements
HP:0007818,Central heterochromia,379.51,Pigmentary iris degeneration
HP:0007819,Presenile cataracts,366.1,Nonsenile Cataract
HP:0007827,Nodular corneal dystrophy,364.5,Corneal dystrophy
HP:0007830,Adult-onset night blindness,368,Visual disturbances
HP:0007831,Nonprogressive restrictive external ophthalmoplegia,378,Strabismus and other disorders of binocular eye movements
HP:0007832,Pigmentation of the sclera,379,Other disorders of eye
HP:0007834,Progressive cataract,366,Cataract
HP:0007836,Mosaic corneal dystrophy,364.5,Corneal dystrophy
HP:0007838,Progressive ptosis,374.3,Ptosis of eyelid
HP:0007841,Amyloid deposition in the vitreous humor,379.2,Disorders of vitreous body
HP:0007843,Attenuation of retinal blood vessels,362,Other retinal disorders
HP:0007850,Retinal vascular proliferation,362.4,Retinal vascular changes and abnomalities
HP:0007854,Glaucomatous visual field defect,368.4,Visual field defects
HP:0007856,Punctate opacification of the cornea,364.1,Corneal opacity
HP:0007858,Chorioretinal lacunae,363.3,Chorioretinal scars
HP:0007862,Retinal calcification,362.4,Retinal vascular changes and abnomalities
HP:0007866,Retinal infarction,362.8,Retinal hemorrhage/ischemia
HP:0007875,Congenital blindness,367.9,Blindness and low vision
HP:0007880,Marginal corneal dystrophy,364.5,Corneal dystrophy
HP:0007885,Slowed horizontal saccades,378.2,Nystagmus and other irregular eye movements
HP:0007889,Iridescent posterior subcapsular cataract,366,Cataract
HP:0007892,Hypoplasia of the lacrimal punctum,375,Disorders of lacrimal system
HP:0007894,Hypopigmentation of the fundus,362.7,Hereditary retinal dystrophies
HP:0007898,Exudative retinopathy,362.3,Other nondiabetic retinopathy
HP:0007899,Retinal nonattachment,361,Retinal detachments and defects
HP:0007900,Hypoplastic lacrimal duct,375,Disorders of lacrimal system
HP:0007902,Vitreous hemorrhage,379.2,Disorders of vitreous body
HP:0007903,Paravenous chorioretinal atrophy,363.4,Choroidal degenerations
HP:0007905,Abnormal iris vasculature,379.5,Disorders of iris and ciliary body
HP:0007906,Increased intraocular pressure,365,Glaucoma
HP:0007913,Reticular retinal dystrophy,362.7,Hereditary retinal dystrophies
HP:0007915,Polymorphous posterior corneal dystrophy,364.5,Corneal dystrophy
HP:0007917,Tractional retinal detachment,361,Retinal detachments and defects
HP:0007925,Lacrimal duct aplasia,375,Disorders of lacrimal system
HP:0007928,Abnormal flash visual evoked potentials,346,Abnormal findings on study of brain and/or nervous system
HP:0007935,Juvenile posterior subcapsular lenticular opacities,366.1,Nonsenile Cataract
HP:0007936,Restrictive external ophthalmoplegia,378,Strabismus and other disorders of binocular eye movements
HP:0007937,Reticular pigmentary degeneration,362.6,Peripheral retinal degenerations
HP:0007939,Blue cone monochromacy,368.5,Color vision deficiencies
HP:0007941,Limited extraocular movements,378,Strabismus and other disorders of binocular eye movements
HP:0007944,Intermittent microsaccadic pursuits,378.2,Nystagmus and other irregular eye movements
HP:0007948,Dense posterior cortical cataract,366,Cataract
HP:0007950,Peripapillary chorioretinal atrophy,363.4,Choroidal degenerations
HP:0007957,Corneal opacity,364.1,Corneal opacity
HP:0007963,Pattern dystrophy of the retina,362.7,Hereditary retinal dystrophies
HP:0007964,Degenerative vitreoretinopathy,362.3,Other nondiabetic retinopathy
HP:0007965,Undetectable visual evoked potentials,346,Abnormal findings on study of brain and/or nervous system
